2025-02-01 12:31:22,881 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:08:30,097 | INFO | DatabaseManager | Dados do arquivo data/Atendentes.csv carregados na tabela 'atendentes' com sucesso.
2025-02-01 16:08:30,104 | INFO | DatabaseManager | Dados do arquivo data/Produtos.csv carregados na tabela 'produtos' com sucesso.
2025-02-01 16:08:30,111 | INFO | DatabaseManager | Dados do arquivo data/Clientes.csv carregados na tabela 'clientes' com sucesso.
2025-02-01 16:08:30,114 | ERROR | DatabaseManager | Erro ao carregar data/Vendas.csv na tabela 'vendas': NOT NULL constraint failed: vendas.id_atendente
2025-02-01 16:08:38,711 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:08:40,678 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:08:42,113 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:08:43,135 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:09:46,655 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:09:47,638 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:10:18,881 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:10:18,888 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 16:10:18,891 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 16:10:18,892 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 16:10:18,892 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'id_atendente',
       'Quantidade', 'data', 'id', 'nome', 'Preco', 'categoria', 'ID Cliente',
       'Cliente', 'email', 'id_loja_cliente', 'Loja', 'zona_loja', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 16:10:18,893 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'id_atendente',
       'Quantidade', 'data', 'id', 'nome', 'Preco', 'categoria', 'ID Cliente',
       'Cliente', 'email', 'id_loja_cliente', 'Loja', 'zona_loja', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 16:10:18,893 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 16:10:18,897 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 16:10:18,900 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 16:10:18,900 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 16:10:18,901 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'id_atendente',
       'Quantidade', 'data', 'id', 'nome', 'Preco', 'categoria', 'ID Cliente',
       'Cliente', 'email', 'id_loja_cliente', 'Loja', 'zona_loja', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 16:10:18,904 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 16:10:18,907 | INFO | merge_tabelas | Merge feito as tabelas
2025-02-01 16:10:18,907 | INFO | merge_tabelas | Criada a coluna Receita Total
2025-02-01 16:10:18,907 | INFO | merge_tabelas | Nome das tabelas renomeadas: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'id_atendente',
       'Quantidade', 'data', 'id', 'nome', 'Preco', 'categoria', 'ID Cliente',
       'Cliente', 'email', 'id_loja_cliente', 'Loja', 'zona_loja', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 16:10:18,907 | INFO | Main | Gerar análises de vendas...
2025-02-01 16:10:18,911 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01_16-10-18.csv
2025-02-01 16:10:18,911 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 16:10:18,911 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Produtos com Maior Receita
2025-02-01 16:10:19,068 | ERROR | GeradorGraficos | Erro ao gerar o gráfico: no numeric data to plot
2025-02-01 16:10:19,071 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01_16-10-19.csv
2025-02-01 16:10:19,071 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 16:10:19,071 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Produtos Mais Vendidos
2025-02-01 16:10:19,195 | ERROR | GeradorGraficos | Erro ao gerar o gráfico: no numeric data to plot
2025-02-01 16:10:19,195 | INFO | Main | Gerar análises de clientes...
2025-02-01 16:10:19,197 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01_16-10-19.csv
2025-02-01 16:10:19,197 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 16:10:19,197 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Clientes que Mais Gastaram
2025-02-01 16:10:19,280 | ERROR | GeradorGraficos | Erro ao gerar o gráfico: no numeric data to plot
2025-02-01 16:10:19,281 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01_16-10-19.csv
2025-02-01 16:10:19,281 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 16:10:19,281 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Top 10 Clientes que Mais Compraram
2025-02-01 16:10:19,362 | ERROR | GeradorGraficos | Erro ao gerar o gráfico: no numeric data to plot
2025-02-01 16:10:19,362 | INFO | Main | Gerar análises de lojas...
2025-02-01 16:10:19,364 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01_16-10-19.csv
2025-02-01 16:10:19,364 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 16:10:19,364 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Total Faturado por Loja
2025-02-01 16:10:19,444 | ERROR | GeradorGraficos | Erro ao gerar o gráfico: no numeric data to plot
2025-02-01 16:10:19,446 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01_16-10-19.csv
2025-02-01 16:10:19,446 | INFO | AnaliseLojas | Tabela guardada: total de vendas por loja.
2025-02-01 16:10:19,446 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Total de Produtos Vendidos por Loja
2025-02-01 16:10:19,534 | ERROR | GeradorGraficos | Erro ao gerar o gráfico: no numeric data to plot
2025-02-01 16:10:19,538 | INFO | guardar_analise_csv | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\media_ticket_loja_2025-02-01_16-10-19.csv
2025-02-01 16:10:19,538 | INFO | AnaliseLojas | Tabela guardada: ticket médio por loja.
2025-02-01 16:10:19,538 | INFO | GeradorGraficos | Iniciando a geração do gráfico: Média de Venda por Loja
2025-02-01 16:10:19,617 | ERROR | GeradorGraficos | Erro ao gerar o gráfico: no numeric data to plot
2025-02-01 16:10:19,617 | INFO | Main | Todas as análises foram geradas com sucesso!
2025-02-01 16:15:21,989 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:17:11,655 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:17:11,659 | ERROR | DatabaseManager | Erro ao carregar data/Lojas.csv na tabela 'lojas': table lojas has no column named atendente
2025-02-01 16:17:11,662 | ERROR | DatabaseManager | Erro ao carregar data/Vendas.csv na tabela 'vendas': NOT NULL constraint failed: vendas.id_atendente
2025-02-01 16:21:29,707 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:21:31,442 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:24:01,990 | INFO | root | 🗑️ Apagando base de dados antiga...
2025-02-01 16:24:01,990 | ERROR | root | ❌ Erro ao configurar o banco de dados: [WinError 32] O processo não pode aceder ao ficheiro porque este está a ser utilizado por outro processo: 'database/loja.db'
2025-02-01 16:26:04,439 | INFO | root | 🗑️ Apagando base de dados antiga...
2025-02-01 16:26:04,439 | INFO | LimparDados | Base de dados apagada: loja.db
2025-02-01 16:26:04,439 | INFO | root | 📊 Criando nova base de dados...
2025-02-01 16:26:04,439 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:26:04,445 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS lojas (
    id_loja INTEGER PRIMARY KEY AUTOINCREMENT,
    nome_loja TEXT NOT NULL,
    zona_loja TEXT NOT NULL,
    gerente TEXT NOT NULL
);

2025-02-01 16:26:04,445 | INFO | DatabaseManager | Criada a tabela lojas.
2025-02-01 16:26:04,449 | INFO | DatabaseManager | Query executada com sucesso: CREATE TABLE IF NOT EXISTS atendentes (
    id_atendente INTEGER PRIMARY KEY AUTOINCREMENT,
    nome_atendente TEXT NOT NULL,
    id_loja INTEGER NOT NULL,
    FOREIGN KEY (id_loja) REFERENCES lojas(id_loja)
);

2025-02-01 16:26:04,450 | INFO | DatabaseManager | Criada a tabela atendentes.
2025-02-01 16:26:04,453 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS clientes (
    id INTEGER PRIMARY KEY AUTOINCREMENT,
    nome TEXT NOT NULL,
    email TEXT NOT NULL,
    id_loja INTEGER NOT NULL,
    FOREIGN KEY (id_loja) REFERENCES lojas(id_loja)
);

2025-02-01 16:26:04,453 | INFO | DatabaseManager | Criada a tabela clientes.
2025-02-01 16:26:04,457 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS produtos (
    id INTEGER PRIMARY KEY AUTOINCREMENT,
    nome TEXT NOT NULL,
    preco INTEGER NOT NULL,
    categoria TEXT NOT NULL
);

2025-02-01 16:26:04,457 | INFO | DatabaseManager | Criada a tabela produtos.
2025-02-01 16:26:04,461 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS vendas (
    id_venda INTEGER PRIMARY KEY AUTOINCREMENT,
    id_produto INTEGER NOT NULL,
    id_cliente INTEGER NOT NULL,
    id_loja INTEGER NOT NULL,
    id_atendente INTEGER NOT NULL,  -- NOVO CAMPO
    quantidade INTEGER NOT NULL,
    data DATE NOT NULL,
    FOREIGN KEY (id_produto) REFERENCES produtos(id),
    FOREIGN KEY (id_cliente) REFERENCES clientes(id),
    FOREIGN KEY (id_loja) REFERENCES lojas(id),
    FOREIGN KEY (id_atendente) REFERENCES atendentes(id_atendente) -- RELACIONANDO A VENDA COM O ATENDENTE
);

2025-02-01 16:26:04,461 | INFO | DatabaseManager | Criada a tabela vendas.
2025-02-01 16:26:04,461 | INFO | root | 📂 Carregando dados para a base de dados...
2025-02-01 16:26:04,474 | INFO | DatabaseManager | Dados do arquivo data/Lojas.csv carregados na tabela 'lojas' com sucesso.
2025-02-01 16:26:04,485 | INFO | DatabaseManager | Dados do arquivo data/Atendentes.csv carregados na tabela 'atendentes' com sucesso.
2025-02-01 16:26:04,495 | INFO | DatabaseManager | Dados do arquivo data/Produtos.csv carregados na tabela 'produtos' com sucesso.
2025-02-01 16:26:04,507 | INFO | DatabaseManager | Dados do arquivo data/Clientes.csv carregados na tabela 'clientes' com sucesso.
2025-02-01 16:26:04,518 | INFO | DatabaseManager | Dados do arquivo data/Vendas.csv carregados na tabela 'vendas' com sucesso.
2025-02-01 16:26:04,518 | INFO | root | ✅ Dados carregados com sucesso!
2025-02-01 16:27:48,485 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:29:40,827 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:35:53,815 | INFO | root | 🗑️ Base de dados apagada: loja.db
2025-02-01 16:35:54,816 | INFO | root | 📂 Criando nova base de dados...
2025-02-01 16:35:54,816 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:35:54,821 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS lojas (
    id_loja INTEGER PRIMARY KEY AUTOINCREMENT,
    nome_loja TEXT NOT NULL,
    zona_loja TEXT NOT NULL,
    gerente TEXT NOT NULL
);

2025-02-01 16:35:54,821 | INFO | DatabaseManager | Criada a tabela lojas.
2025-02-01 16:35:54,825 | INFO | DatabaseManager | Query executada com sucesso: CREATE TABLE IF NOT EXISTS atendentes (
    id_atendente INTEGER PRIMARY KEY AUTOINCREMENT,
    nome_atendente TEXT NOT NULL,
    id_loja INTEGER NOT NULL,
    FOREIGN KEY (id_loja) REFERENCES lojas(id_loja)
);

2025-02-01 16:35:54,825 | INFO | DatabaseManager | Criada a tabela atendentes.
2025-02-01 16:35:54,828 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS clientes (
    id INTEGER PRIMARY KEY AUTOINCREMENT,
    nome TEXT NOT NULL,
    email TEXT NOT NULL,
    id_loja INTEGER NOT NULL,
    FOREIGN KEY (id_loja) REFERENCES lojas(id_loja)
);

2025-02-01 16:35:54,828 | INFO | DatabaseManager | Criada a tabela clientes.
2025-02-01 16:35:54,832 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS produtos (
    id INTEGER PRIMARY KEY AUTOINCREMENT,
    nome TEXT NOT NULL,
    preco INTEGER NOT NULL,
    categoria TEXT NOT NULL
);

2025-02-01 16:35:54,832 | INFO | DatabaseManager | Criada a tabela produtos.
2025-02-01 16:35:54,836 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS vendas (
    id_venda INTEGER PRIMARY KEY AUTOINCREMENT,
    id_produto INTEGER NOT NULL,
    id_cliente INTEGER NOT NULL,
    id_loja INTEGER NOT NULL,
    id_atendente INTEGER NOT NULL,  -- NOVO CAMPO
    quantidade INTEGER NOT NULL,
    data DATE NOT NULL,
    FOREIGN KEY (id_produto) REFERENCES produtos(id),
    FOREIGN KEY (id_cliente) REFERENCES clientes(id),
    FOREIGN KEY (id_loja) REFERENCES lojas(id),
    FOREIGN KEY (id_atendente) REFERENCES atendentes(id_atendente) -- RELACIONANDO A VENDA COM O ATENDENTE
);

2025-02-01 16:35:54,836 | INFO | DatabaseManager | Criada a tabela vendas.
2025-02-01 16:35:54,836 | INFO | root |  Carregando dados para a base de dados...
2025-02-01 16:35:54,851 | INFO | DatabaseManager | Dados do arquivo data/Lojas.csv carregados na tabela 'lojas' com sucesso.
2025-02-01 16:35:54,863 | INFO | DatabaseManager | Dados do arquivo data/Atendentes.csv carregados na tabela 'atendentes' com sucesso.
2025-02-01 16:35:54,891 | INFO | DatabaseManager | Dados do arquivo data/Produtos.csv carregados na tabela 'produtos' com sucesso.
2025-02-01 16:35:54,955 | INFO | DatabaseManager | Dados do arquivo data/Clientes.csv carregados na tabela 'clientes' com sucesso.
2025-02-01 16:35:55,044 | INFO | DatabaseManager | Dados do arquivo data/Vendas.csv carregados na tabela 'vendas' com sucesso.
2025-02-01 16:35:55,044 | INFO | root |  Dados carregados com sucesso!
2025-02-01 16:35:55,044 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:35:55,044 | INFO | root |  Validando tabelas no banco de dados...
2025-02-01 16:36:18,283 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:36:18,288 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 16:36:18,288 | ERROR | Main | Não foi possivel gerar todas as analises, erro: 'id'
2025-02-01 16:37:03,244 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:38:30,048 | INFO | DatabaseManager | Usando banco de dados: C:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:38:55,815 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:38:55,820 | INFO | merge_tabelas | Tabelas carregadas
2025-02-01 16:38:55,820 | ERROR | Main | Não foi possivel gerar todas as analises, erro: 'id'
2025-02-01 16:41:41,946 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:41:41,951 | INFO | merge_tabelas | Tabelas carregadas. Colunas disponíveis:
2025-02-01 16:41:41,951 | INFO | merge_tabelas | 🔹 Vendas: Index(['id_produto', 'id_cliente', 'id_loja', 'id_atendente', 'quantidade',
       'data'],
      dtype='object')
2025-02-01 16:41:41,951 | INFO | merge_tabelas | 🔹 Produtos: Index(['nome', 'preco', 'categoria'], dtype='object')
2025-02-01 16:41:41,951 | INFO | merge_tabelas | 🔹 Clientes: Index(['nome', 'email', 'id_loja'], dtype='object')
2025-02-01 16:41:41,951 | INFO | merge_tabelas | 🔹 Lojas: Index(['id_loja', 'nome_loja', 'zona_loja', 'atendente', 'gerente'], dtype='object')
2025-02-01 16:41:41,952 | ERROR | Main | Não foi possivel gerar todas as analises, erro: A tabela 'produtos' não contém uma coluna 'id'. Verifique a estrutura.
2025-02-01 16:51:30,300 | INFO | root | ✅ Nenhuma base de dados encontrada, pronto para criar uma nova.
2025-02-01 16:51:31,302 | INFO | root | 📂 Criando nova base de dados...
2025-02-01 16:51:31,302 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:51:31,306 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS lojas (
    id_loja INTEGER PRIMARY KEY AUTOINCREMENT,
    nome_loja TEXT NOT NULL,
    zona_loja TEXT NOT NULL,
    gerente TEXT NOT NULL
);

2025-02-01 16:51:31,307 | INFO | DatabaseManager | Criada a tabela lojas.
2025-02-01 16:51:31,311 | INFO | DatabaseManager | Query executada com sucesso: CREATE TABLE IF NOT EXISTS atendentes (
    id_atendente INTEGER PRIMARY KEY AUTOINCREMENT,
    nome_atendente TEXT NOT NULL,
    id_loja INTEGER NOT NULL,
    FOREIGN KEY (id_loja) REFERENCES lojas(id_loja)
);

2025-02-01 16:51:31,311 | INFO | DatabaseManager | Criada a tabela atendentes.
2025-02-01 16:51:31,315 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS clientes (
    id INTEGER PRIMARY KEY AUTOINCREMENT,
    nome TEXT NOT NULL,
    email TEXT NOT NULL,
    id_loja INTEGER NOT NULL,
    FOREIGN KEY (id_loja) REFERENCES lojas(id_loja)
);

2025-02-01 16:51:31,316 | INFO | DatabaseManager | Criada a tabela clientes.
2025-02-01 16:51:31,320 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS produtos (
    id INTEGER PRIMARY KEY AUTOINCREMENT,
    nome TEXT NOT NULL,
    preco INTEGER NOT NULL,
    categoria TEXT NOT NULL
);

2025-02-01 16:51:31,320 | INFO | DatabaseManager | Criada a tabela produtos.
2025-02-01 16:51:31,324 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS vendas (
    id_venda INTEGER PRIMARY KEY AUTOINCREMENT,
    id_produto INTEGER NOT NULL,
    id_cliente INTEGER NOT NULL,
    id_loja INTEGER NOT NULL,
    id_atendente INTEGER NOT NULL,  -- NOVO CAMPO
    quantidade INTEGER NOT NULL,
    data DATE NOT NULL,
    FOREIGN KEY (id_produto) REFERENCES produtos(id),
    FOREIGN KEY (id_cliente) REFERENCES clientes(id),
    FOREIGN KEY (id_loja) REFERENCES lojas(id),
    FOREIGN KEY (id_atendente) REFERENCES atendentes(id_atendente) -- RELACIONANDO A VENDA COM O ATENDENTE
);

2025-02-01 16:51:31,324 | INFO | DatabaseManager | Criada a tabela vendas.
2025-02-01 16:51:31,324 | INFO | root | 📂 Carregando dados para a base de dados...
2025-02-01 16:51:31,327 | ERROR | DatabaseManager | Erro ao carregar data/Lojas.csv na tabela 'lojas': Error tokenizing data. C error: Expected 2 fields in line 60, saw 3

2025-02-01 16:51:31,339 | INFO | DatabaseManager | Dados do arquivo data/Atendentes.csv carregados na tabela 'atendentes' com sucesso.
2025-02-01 16:51:31,340 | ERROR | DatabaseManager | Erro ao carregar data/Produtos.csv na tabela 'produtos': [Errno 2] No such file or directory: 'data/Produtos.csv'
2025-02-01 16:51:31,351 | INFO | DatabaseManager | Dados do arquivo data/Clientes.csv carregados na tabela 'clientes' com sucesso.
2025-02-01 16:51:31,365 | INFO | DatabaseManager | Dados do arquivo data/Vendas.csv carregados na tabela 'vendas' com sucesso.
2025-02-01 16:51:31,365 | INFO | root | ✅ Dados carregados com sucesso!
2025-02-01 16:51:31,365 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:51:31,365 | INFO | root | 🔍 Validando tabelas no banco de dados...
2025-02-01 16:52:49,334 | INFO | root | 🔄 Iniciando o reset da base de dados...
2025-02-01 16:52:49,334 | INFO | root | 🗑️ Base de dados apagada: loja.db
2025-02-01 16:52:49,335 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:52:49,339 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS lojas (
    id_loja INTEGER PRIMARY KEY AUTOINCREMENT,
    nome_loja TEXT NOT NULL,
    zona_loja TEXT NOT NULL,
    gerente TEXT NOT NULL
);

2025-02-01 16:52:49,339 | INFO | DatabaseManager | Criada a tabela lojas.
2025-02-01 16:52:49,343 | INFO | DatabaseManager | Query executada com sucesso: CREATE TABLE IF NOT EXISTS atendentes (
    id_atendente INTEGER PRIMARY KEY AUTOINCREMENT,
    nome_atendente TEXT NOT NULL,
    id_loja INTEGER NOT NULL,
    FOREIGN KEY (id_loja) REFERENCES lojas(id_loja)
);

2025-02-01 16:52:49,343 | INFO | DatabaseManager | Criada a tabela atendentes.
2025-02-01 16:52:49,347 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS clientes (
    id INTEGER PRIMARY KEY AUTOINCREMENT,
    nome TEXT NOT NULL,
    email TEXT NOT NULL,
    id_loja INTEGER NOT NULL,
    FOREIGN KEY (id_loja) REFERENCES lojas(id_loja)
);

2025-02-01 16:52:49,347 | INFO | DatabaseManager | Criada a tabela clientes.
2025-02-01 16:52:49,351 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS produtos (
    id INTEGER PRIMARY KEY AUTOINCREMENT,
    nome TEXT NOT NULL,
    preco INTEGER NOT NULL,
    categoria TEXT NOT NULL
);

2025-02-01 16:52:49,351 | INFO | DatabaseManager | Criada a tabela produtos.
2025-02-01 16:52:49,355 | INFO | DatabaseManager | Query executada com sucesso: 
CREATE TABLE IF NOT EXISTS vendas (
    id_venda INTEGER PRIMARY KEY AUTOINCREMENT,
    id_produto INTEGER NOT NULL,
    id_cliente INTEGER NOT NULL,
    id_loja INTEGER NOT NULL,
    id_atendente INTEGER NOT NULL,  -- NOVO CAMPO
    quantidade INTEGER NOT NULL,
    data DATE NOT NULL,
    FOREIGN KEY (id_produto) REFERENCES produtos(id),
    FOREIGN KEY (id_cliente) REFERENCES clientes(id),
    FOREIGN KEY (id_loja) REFERENCES lojas(id),
    FOREIGN KEY (id_atendente) REFERENCES atendentes(id_atendente) -- RELACIONANDO A VENDA COM O ATENDENTE
);

2025-02-01 16:52:49,355 | INFO | DatabaseManager | Criada a tabela vendas.
2025-02-01 16:52:49,355 | INFO | root | ✅ Estrutura do banco de dados recriada com sucesso.
2025-02-01 16:52:49,355 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:52:49,357 | ERROR | DatabaseManager | Erro ao carregar data/Lojas.csv na tabela 'lojas': Error tokenizing data. C error: Expected 2 fields in line 60, saw 3

2025-02-01 16:52:49,357 | INFO | root | 📂 Dados carregados para a tabela 'lojas'.
2025-02-01 16:52:49,369 | INFO | DatabaseManager | Dados do arquivo data/Atendentes.csv carregados na tabela 'atendentes' com sucesso.
2025-02-01 16:52:49,369 | INFO | root | 📂 Dados carregados para a tabela 'atendentes'.
2025-02-01 16:52:49,369 | WARNING | root | ⚠️ Arquivo CSV não encontrado: data/Produtos.csv
2025-02-01 16:52:49,380 | INFO | DatabaseManager | Dados do arquivo data/Clientes.csv carregados na tabela 'clientes' com sucesso.
2025-02-01 16:52:49,380 | INFO | root | 📂 Dados carregados para a tabela 'clientes'.
2025-02-01 16:52:49,392 | INFO | DatabaseManager | Dados do arquivo data/Vendas.csv carregados na tabela 'vendas' com sucesso.
2025-02-01 16:52:49,392 | INFO | root | 📂 Dados carregados para a tabela 'vendas'.
2025-02-01 16:52:49,392 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:52:49,394 | INFO | root | 🔹 Lojas (Primeiros 5 registros):
2025-02-01 16:52:49,397 | INFO | root | 🔹 Atendentes (Primeiros 5 registros):
2025-02-01 16:52:49,401 | INFO | root | 🔹 Produtos (Primeiros 5 registros):
2025-02-01 16:52:49,402 | INFO | root | 🔹 Clientes (Primeiros 5 registros):
2025-02-01 16:52:49,406 | INFO | root | 🔹 Vendas (Primeiros 5 registros):
2025-02-01 16:52:49,409 | INFO | root | 🚀 Reset concluído com sucesso!
2025-02-01 16:53:29,435 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 16:53:29,441 | INFO | merge_tabelas | Tabelas carregadas. Colunas disponíveis:
